1=p	2=qi.1	3=qi.2	4=qi.3	5=qi.4	6=qi.5	7=qi.6	8=qi.7	9=qi.8	10=theta	11=c	12=s	13=q
0.280771	0.285276	0.272044	0.288093	0.287949	0.28543	0.296018	0.282758	0.28669	1.02254	4202.29	0.163544	0.285293
0.284617	0.291914	0.27521	0.288435	0.28062	0.276047	0.278486	0.289725	0.291894	1.01063	6609.95	0.0816484	0.286775
0.287981	0.287816	0.273378	0.288273	0.291873	0.289386	0.28928	0.278939	0.280751	0.991975	5140.37	0.111066	0.286331
0.280141	0.292265	0.268989	0.28868	0.291417	0.287532	0.288295	0.273337	0.278697	0.9951	1495.63	0.27196	0.279151
0.28362	0.295443	0.28057	0.295868	0.287311	0.286374	0.305632	0.271849	0.277448	1.03065	2788.65	0.452595	0.289793
0.282497	0.293076	0.244269	0.301812	0.300084	0.269288	0.284845	0.277898	0.289884	0.980504	625.905	0.0917136	0.278523
0.286039	0.304017	0.280874	0.311297	0.297515	0.292746	0.310181	0.264203	0.288493	1.0189	862.866	0.137693	0.289878
0.277895	0.285544	0.248319	0.281945	0.291824	0.261801	0.289242	0.281039	0.277136	0.978679	1138.31	0.0730623	0.273591
0.283533	0.298735	0.263158	0.284891	0.288997	0.269681	0.288253	0.268779	0.291154	0.999965	1487.6	0.0204978	0.283526
0.280719	0.291131	0.258569	0.313445	0.303325	0.289133	0.304149	0.283701	0.277931	1.0328	652.78	0.183597	0.287281
0.276341	0.291015	0.268322	0.293993	0.291306	0.273752	0.293909	0.262108	0.291227	1.04878	1612.88	0.0825187	0.285967
0.287581	0.291215	0.260234	0.297753	0.286413	0.280789	0.29177	0.291451	0.272981	1.0067	542.005	0.0080723	0.288951
0.289007	0.286753	0.258889	0.304179	0.283356	0.279589	0.29125	0.290067	0.272076	1.00602	956.88	0.00622964	0.290242
0.289007	0.286753	0.258889	0.304179	0.283356	0.279589	0.29125	0.290067	0.272076	1.00602	956.88	0.00622964	0.290242
0.287025	0.288533	0.260921	0.303499	0.281809	0.282533	0.297595	0.292218	0.274911	1.00542	998.805	0.00586562	0.288133
0.276831	0.288661	0.261619	0.28405	0.290892	0.282502	0.291127	0.279651	0.282968	1.02893	1994.82	0.0263076	0.282576
0.276688	0.292233	0.261821	0.287753	0.289842	0.288898	0.290928	0.279017	0.284393	1.00793	1542.29	0.0341565	0.278271
0.285921	0.29105	0.277762	0.294143	0.296421	0.269241	0.297843	0.279649	0.28236	0.997177	2495.7	0.144276	0.285344
0.283194	0.293366	0.269538	0.291861	0.283353	0.285541	0.286669	0.27411	0.280823	0.9951	2856.6	0.0273556	0.282198
0.283494	0.292714	0.264007	0.293543	0.284661	0.289824	0.288976	0.278764	0.279086	0.995516	2542.96	0.0215287	0.282582
0.286392	0.311759	0.274464	0.297699	0.29033	0.278169	0.305482	0.284335	0.278817	1.00759	655.802	0.306636	0.287941
0.282184	0.285698	0.250933	0.309732	0.288499	0.283408	0.304037	0.265194	0.28769	1.00229	976.958	0.0206104	0.282648
0.282313	0.285501	0.25135	0.31025	0.288361	0.280159	0.305941	0.266329	0.28526	0.998401	953.923	0.00850194	0.281989
0.285645	0.288485	0.249392	0.296525	0.300834	0.27822	0.291651	0.269654	0.285555	0.975339	554.056	0.0384795	0.280577
0.273458	0.282185	0.266155	0.284353	0.289278	0.281287	0.283191	0.274251	0.284951	1.03814	4209.13	0.253912	0.280957
0.283271	0.287738	0.271723	0.291002	0.292966	0.283408	0.293319	0.280493	0.292398	1.00921	2289.75	0.0103432	0.285137
0.287692	0.287287	0.275695	0.28561	0.293626	0.286571	0.287404	0.282778	0.283366	0.991518	4868.46	0.0195724	0.285949
0.286137	0.296652	0.273905	0.302527	0.287112	0.281417	0.295382	0.282842	0.289931	1.00998	2722.29	0.0727118	0.28817
0.277782	0.286843	0.258069	0.277473	0.284949	0.274071	0.293565	0.26885	0.287392	1.01119	2397.38	0.0232916	0.28002
0.278191	0.292005	0.267179	0.318233	0.28398	0.270026	0.279821	0.284672	0.275694	1.0169	878.744	0.764837	0.281568
0.280659	0.29145	0.258878	0.303626	0.283465	0.265237	0.279767	0.265105	0.264609	0.985157	1051.11	0.0676942	0.27765
0.283377	0.290117	0.285746	0.295498	0.300068	0.285166	0.306578	0.291254	0.298973	1.04226	3746.85	0.113472	0.291858
0.293659	0.289419	0.280275	0.303353	0.288657	0.293872	0.294403	0.289037	0.293115	0.990928	5110.87	0.0147429	0.291773
0.293516	0.288404	0.290667	0.292638	0.29936	0.290177	0.284877	0.294425	0.29034	0.992498	5277.89	0.0126507	0.291957
0.281361	0.300717	0.26893	0.302942	0.295875	0.284729	0.305599	0.27937	0.294277	1.07853	1761.96	0.226417	0.296896
0.28148	0.293222	0.263373	0.295484	0.293563	0.277608	0.289712	0.271623	0.274862	1.03421	1229.82	0.0766015	0.288333
0.280206	0.282547	0.259619	0.296965	0.297714	0.272538	0.288592	0.281396	0.278048	1.02061	551.478	0.147063	0.284339
0.279388	0.281607	0.253505	0.292561	0.290439	0.289405	0.29071	0.279461	0.287316	1.04089	1040.48	0.13701	0.287527
0.279978	0.295598	0.267384	0.296337	0.292657	0.27389	0.305823	0.285552	0.289505	1.02664	1876.17	0.0633237	0.285309
0.28262	0.288964	0.266556	0.298741	0.291726	0.283222	0.289494	0.278329	0.283519	1.0085	1462.24	0.138262	0.28434
0.280683	0.285284	0.280957	0.310409	0.300499	0.287721	0.314232	0.269824	0.284744	1.02971	942.106	0.0664647	0.286632
0.281842	0.295123	0.281489	0.310181	0.293689	0.286694	0.311855	0.271268	0.283821	1.03274	775.016	0.115753	0.288407
0.280332	0.299504	0.262501	0.288679	0.282287	0.274209	0.285916	0.288396	0.283372	1.021	1265.99	0.0683658	0.284544
0.285309	0.294366	0.266333	0.307388	0.309904	0.289487	0.3053	0.265951	0.286757	0.986106	265.973	0.134353	0.282464
0.278633	0.292402	0.266639	0.300115	0.298323	0.273629	0.31141	0.264015	0.295341	1.052	551.902	0.0458851	0.288937
0.287978	0.302319	0.261439	0.286543	0.291573	0.277603	0.294269	0.272756	0.281433	0.957086	1570.93	0.678207	0.279069
0.290405	0.31188	0.2659	0.288661	0.286355	0.280733	0.289779	0.280045	0.287864	0.942697	1149.56	0.468634	0.278397
0.278532	0.272765	0.24315	0.310543	0.293169	0.275791	0.298628	0.260586	0.277077	0.991681	597.343	0.0377848	0.276857
0.278645	0.273117	0.252582	0.294997	0.301893	0.289859	0.304933	0.257593	0.273434	0.979036	402.286	0.0708608	0.274407
0.283861	0.287486	0.247258	0.289822	0.287304	0.276641	0.301928	0.260586	0.274644	0.967068	836.526	0.0333866	0.277103
0.276598	0.290576	0.270743	0.295059	0.289876	0.274821	0.297744	0.28382	0.292251	1.05582	1243.95	0.365928	0.287596
0.275844	0.299888	0.27014	0.309175	0.286442	0.285568	0.309963	0.284464	0.301664	1.09835	1708.24	0.348153	0.29497
0.276247	0.298667	0.271224	0.311292	0.283697	0.284573	0.304443	0.286336	0.296632	1.10565	1781.54	0.145134	0.296771
0.285712	0.298508	0.25999	0.294205	0.304149	0.276591	0.27599	0.263454	0.267557	0.953995	779.32	0.0557741	0.276198
0.275335	0.302939	0.254882	0.3012	0.316883	0.283281	0.300107	0.270049	0.274128	1.03637	307.926	0.052404	0.282519
0.282592	0.289213	0.274143	0.306304	0.279975	0.278629	0.291982	0.267064	0.294533	1.0143	1085.3	0.743797	0.285479
0.276613	0.307149	0.255099	0.280414	0.297143	0.282636	0.27037	0.276571	0.284182	1.01623	1423.03	0.0323312	0.279846
0.2814	0.29637	0.253651	0.301004	0.283036	0.279255	0.27469	0.270442	0.290709	1.03245	1247.04	0.571621	0.287902
0.283019	0.288147	0.256451	0.298352	0.294664	0.285559	0.287507	0.27137	0.27877	1.03178	1355.47	0.233581	0.28941
0.281603	0.293039	0.273492	0.292096	0.304962	0.288515	0.285264	0.284351	0.287544	1.01534	1612.92	0.0577558	0.284693
0.287892	0.289286	0.261994	0.299727	0.277646	0.276634	0.301218	0.276141	0.287237	0.979314	2138.28	0.0398762	0.283626
0.276778	0.296231	0.262809	0.307404	0.301102	0.272495	0.292477	0.282233	0.295209	1.05647	1435.64	0.192759	0.287907
0.285831	0.282423	0.272358	0.295421	0.304567	0.272096	0.291169	0.287724	0.281675	1.00996	1924.17	0.0280405	0.287858
0.277391	0.284724	0.264485	0.298991	0.295379	0.275818	0.306275	0.282247	0.280557	1.03505	1094.3	0.110888	0.28435
0.282195	0.301257	0.250006	0.284012	0.294589	0.297978	0.294683	0.276325	0.279927	1.01902	1444.94	1.05735	0.286027
0.28134	0.298096	0.261447	0.308915	0.296673	0.274459	0.307346	0.275501	0.282488	1.03298	692.847	0.141894	0.287946
0.291081	0.302239	0.27298	0.317632	0.295133	0.277042	0.310756	0.275631	0.285244	0.992173	608.46	0.0107498	0.289463
0.284221	0.300471	0.264977	0.310418	0.304226	0.281389	0.301171	0.259781	0.283174	0.990062	473.352	0.0158273	0.282194
0.279587	0.299392	0.263149	0.287387	0.29213	0.280721	0.290859	0.280862	0.273185	1.03541	1900.79	0.208938	0.28665
0.273094	0.296659	0.281641	0.30945	0.290295	0.270088	0.289164	0.266906	0.296004	1.07291	1440.99	0.257117	0.287286
0.280051	0.290984	0.267983	0.295263	0.291318	0.282617	0.296144	0.2752	0.295665	1.0437	2823.54	0.135352	0.288755
0.27509	0.295056	0.276805	0.287909	0.295557	0.28191	0.280784	0.285046	0.276951	1.0631	2673.08	0.120352	0.287459
0.288927	0.292078	0.261264	0.305513	0.289684	0.281598	0.308343	0.272546	0.292008	0.99625	1094.28	0.0994897	0.288156
0.278319	0.300044	0.264912	0.291711	0.295522	0.272738	0.286747	0.275359	0.27589	1.02767	1236.15	0.200252	0.283834
0.280211	0.304284	0.276387	0.282148	0.289895	0.276988	0.285027	0.278437	0.278448	1.00831	648.807	0.26539	0.281883
0.280685	0.303024	0.261056	0.298423	0.310635	0.281088	0.302129	0.272212	0.287615	1.05465	1732.42	0.0346229	0.291552
0.28758	0.286794	0.257265	0.30072	0.274793	0.272235	0.291502	0.273128	0.277465	0.951091	1721.24	0.18624	0.277416
0.282828	0.278634	0.257294	0.29081	0.278051	0.285177	0.285146	0.275907	0.272311	0.96132	1393.07	0.199546	0.274896
0.284071	0.304618	0.273685	0.298804	0.302647	0.274229	0.301492	0.276169	0.287301	1.03391	1659	0.0598201	0.290901
0.278035	0.276675	0.262694	0.297867	0.274496	0.278771	0.288139	0.276304	0.284059	1.02815	1535.55	0.111865	0.283641
0.279374	0.287981	0.264199	0.285946	0.298839	0.285128	0.289699	0.260229	0.275567	0.984852	1257.7	0.0130875	0.276312
0.278844	0.300162	0.276759	0.303758	0.284507	0.287	0.302179	0.2934	0.294433	1.07266	2613.17	0.372954	0.293166
0.27186	0.29426	0.275959	0.295861	0.286236	0.294792	0.299851	0.282723	0.301707	1.10718	2030.9	0.543101	0.292475
0.268756	0.295756	0.268961	0.304756	0.298774	0.278267	0.286037	0.286749	0.28822	1.1282	2436.69	0.420092	0.293111
0.27454	0.289587	0.275489	0.298354	0.280207	0.278274	0.293791	0.276103	0.279557	1.04246	1624.72	0.190757	0.282899
0.281993	0.292254	0.278465	0.288107	0.278723	0.28261	0.288184	0.277388	0.282637	1.02222	1550.61	0.138557	0.286463
0.288755	0.295568	0.257217	0.30214	0.300975	0.282559	0.306664	0.261939	0.28396	0.971852	858.395	0.0437928	0.282927
0.279204	0.313299	0.264937	0.292494	0.282176	0.280184	0.282262	0.279515	0.281598	1.0112	929.53	0.0169499	0.28145
0.284996	0.277001	0.264735	0.307856	0.30748	0.28032	0.309171	0.269317	0.287471	1.03582	318.36	0.261042	0.292222
0.280671	0.29032	0.265366	0.314196	0.279661	0.282494	0.285122	0.272422	0.300754	1.01349	1851.29	0.114676	0.283384
0.282637	0.304096	0.272114	0.286212	0.279728	0.273244	0.293917	0.280711	0.304128	1.02371	1678.43	0.0906587	0.287413
0.275614	0.286683	0.267417	0.304197	0.307932	0.291369	0.300436	0.27103	0.271601	1.08421	1323.76	0.139482	0.292045
0.279371	0.291149	0.26728	0.307671	0.317784	0.27912	0.305126	0.271537	0.279131	1.07728	749.054	0.0718483	0.294601
0.283153	0.29393	0.270117	0.305879	0.317969	0.275647	0.303921	0.271183	0.285684	1.07374	695.959	0.0813609	0.297815
0.281278	0.285149	0.268277	0.305208	0.285971	0.274538	0.305358	0.279905	0.274296	0.955875	679.181	0.092887	0.272246
0.282728	0.312613	0.25359	0.284648	0.285487	0.278595	0.293072	0.279953	0.279724	1.03776	1883.16	0.013325	0.290304
0.282437	0.308045	0.256528	0.282869	0.285111	0.277747	0.295577	0.280745	0.276815	1.0244	1840.05	0.0185505	0.287348
0.284091	0.276481	0.26559	0.312761	0.299145	0.274466	0.296595	0.264595	0.284803	0.968236	1286.8	0.661732	0.277572
0.281007	0.291536	0.268829	0.302659	0.280979	0.286976	0.301452	0.263808	0.288883	0.980605	371.989	0.101525	0.277067
0.281763	0.29716	0.267112	0.294124	0.303123	0.275459	0.290157	0.284932	0.29079	1.03011	3140.73	0.284896	0.287805
0.2802	0.287387	0.270592	0.293488	0.296427	0.275746	0.293559	0.276321	0.283003	1.0195	1874.51	0.151209	0.284112
0.28497	0.30038	0.274714	0.299329	0.280213	0.286459	0.298651	0.282601	0.288767	1.01678	1544.6	0.0913634	0.288373
0.278699	0.290085	0.267106	0.29467	0.297503	0.280678	0.291349	0.27442	0.298562	1.03249	2849.17	0.0382392	0.285171
0.283775	0.29398	0.258789	0.29262	0.291695	0.277877	0.293991	0.284699	0.282666	0.995283	1736.15	0.0333248	0.282815
0.279551	0.295006	0.249649	0.300962	0.293465	0.279029	0.289011	0.278304	0.282247	1.01204	1130.94	0.0268376	0.281967
0.284577	0.300945	0.265307	0.290404	0.285547	0.302651	0.291303	0.264949	0.29774	1.01291	508.847	0.107715	0.287196
0.287647	0.300473	0.266039	0.30529	0.289651	0.284883	0.29617	0.275346	0.290852	1.01334	1159.15	0.334996	0.290369
0.28667	0.297327	0.264592	0.303411	0.29117	0.280208	0.301091	0.274505	0.298678	1.0079	1390.36	0.516337	0.288281
0.281798	0.295624	0.277656	0.29528	0.305057	0.286748	0.298103	0.293453	0.281811	1.0392	1165.87	0.0299636	0.289645
0.277052	0.298232	0.276375	0.302053	0.283293	0.274275	0.290961	0.264965	0.29055	1.0281	1003.43	0.258149	0.282636
0.278456	0.300651	0.249565	0.306611	0.299353	0.28389	0.296636	0.286338	0.276589	1.09137	988.703	0.11831	0.296358
0.279468	0.30572	0.262605	0.306922	0.294116	0.276916	0.302171	0.284281	0.279661	1.05053	438.133	0.161809	0.289502
0.278625	0.307138	0.262844	0.303628	0.285221	0.278476	0.30088	0.288357	0.277683	1.05396	568.327	0.0734982	0.289309
0.286229	0.287483	0.271755	0.280744	0.295539	0.281065	0.28262	0.269722	0.292205	0.978125	4057.88	0.0241891	0.281732
0.278938	0.294048	0.255831	0.313803	0.297695	0.278732	0.318355	0.280179	0.273754	1.05691	598.581	0.148216	0.290205
0.27947	0.290166	0.262553	0.320168	0.302719	0.281881	0.302838	0.29381	0.283407	1.07077	838.82	0.0535861	0.293446
0.283739	0.286037	0.272756	0.293465	0.287206	0.280531	0.28911	0.257539	0.288382	0.972732	1531.99	0.0629938	0.278154
0.278238	0.304705	0.260527	0.300384	0.303915	0.286372	0.313018	0.290751	0.279009	1.13843	491.903	0.0920303	0.305006
0.27847	0.307027	0.271542	0.301931	0.29282	0.282056	0.31584	0.287103	0.276983	1.04058	1029.69	0.157709	0.286533
0.278746	0.316907	0.271987	0.295116	0.308725	0.281654	0.314201	0.27774	0.283723	1.08869	588.005	0.119679	0.296146
0.27927	0.321655	0.260982	0.296301	0.306875	0.271832	0.305209	0.268324	0.283055	1.04637	626.64	0.605982	0.288484
0.280749	0.27687	0.263929	0.303077	0.283544	0.287626	0.29197	0.274919	0.282557	1.00103	2313.15	0.0437455	0.280957
0.282664	0.278048	0.268111	0.301023	0.284053	0.280949	0.300432	0.278312	0.280501	1.0424	3122.86	0.0349703	0.291159
0.276064	0.285547	0.268089	0.298598	0.292633	0.282436	0.294879	0.289954	0.284257	1.00312	1350.63	0.186643	0.276687
0.281026	0.287461	0.27339	0.290213	0.291363	0.300607	0.297687	0.279706	0.285609	1.02514	794.355	0.447144	0.28607
0.279305	0.29237	0.278329	0.314928	0.292549	0.284096	0.306629	0.284889	0.283076	1.01276	859.263	0.835931	0.281865
0.284404	0.297611	0.243632	0.284231	0.2866	0.275275	0.296805	0.267029	0.27283	1.02637	821.957	0.0816522	0.289732
0.278888	0.301554	0.274114	0.316352	0.30624	0.272077	0.29145	0.282671	0.291449	0.993228	404.298	0.325747	0.277524
0.284977	0.293759	0.247933	0.311246	0.29344	0.269351	0.308952	0.269075	0.275057	1.03975	603.141	0.0273591	0.292987
0.282707	0.286222	0.258372	0.310797	0.309651	0.260801	0.317075	0.271424	0.278594	1.00013	354.501	0.0355972	0.282734
0.279276	0.295809	0.264822	0.301672	0.292123	0.265604	0.286111	0.264501	0.287622	1.02795	494.451	0.596745	0.284857
0.290434	0.304111	0.254895	0.305482	0.28639	0.262716	0.294137	0.270187	0.282476	0.988777	215.855	0.136782	0.288113
0.283457	0.284789	0.241163	0.318665	0.280675	0.265843	0.306763	0.272677	0.295046	0.951742	456.772	0.04843	0.273519
0.27761	0.297124	0.286544	0.283101	0.304272	0.289669	0.301226	0.281272	0.277965	1.05918	3471.15	0.135013	0.289287
0.287096	0.305921	0.247439	0.314972	0.290657	0.26678	0.296214	0.25664	0.286519	0.967818	295.292	0.0507098	0.280448
0.288677	0.312174	0.254189	0.313735	0.305705	0.264814	0.291925	0.25575	0.285629	0.955562	442.818	0.179428	0.279434
0.281236	0.298304	0.254192	0.316652	0.308001	0.277485	0.303837	0.279775	0.291116	1.05066	202.042	0.0399812	0.291332
0.283247	0.290631	0.265263	0.304121	0.317456	0.276227	0.288608	0.269789	0.285206	0.99727	376.304	0.0219942	0.282692
0.284368	0.304832	0.264951	0.296547	0.278137	0.288255	0.300287	0.281114	0.282758	1.01472	2586.53	0.27913	0.287351
0.284594	0.291688	0.266379	0.287328	0.298943	0.279255	0.287115	0.280717	0.267787	0.976237	836.272	0.0355579	0.279723
0.286123	0.300861	0.271093	0.292091	0.307065	0.275077	0.288207	0.276961	0.268056	1.04551	766.676	0.0432931	0.295299
0.284121	0.288812	0.252671	0.294625	0.271241	0.277602	0.301454	0.270912	0.298632	1.03175	712.261	0.297038	0.290521
0.285355	0.291333	0.252675	0.330216	0.310073	0.277368	0.311009	0.278832	0.276637	1.08672	154.92	0.0581914	0.302613
0.280838	0.294458	0.259296	0.275532	0.25807	0.275818	0.301563	0.282486	0.288705	1.00833	1327.77	0.038068	0.282515
0.279097	0.293126	0.267436	0.299316	0.285849	0.270072	0.305236	0.281957	0.279282	1.00179	997.851	0.0620448	0.279456
0.28164	0.295175	0.259834	0.300025	0.296852	0.282748	0.277962	0.27949	0.287982	1.04771	1340.15	0.191601	0.291164
0.282099	0.303631	0.272196	0.303303	0.302123	0.283073	0.283789	0.274922	0.275566	0.992665	1071.21	0.0830297	0.28061
0.280659	0.305379	0.269791	0.299669	0.302619	0.282796	0.289462	0.276176	0.279195	0.989125	1110.28	0.0648515	0.278456
0.282743	0.303325	0.257852	0.304797	0.306885	0.279489	0.282878	0.279197	0.291025	1.00998	724.028	0.124657	0.284762
0.277804	0.286588	0.27013	0.297517	0.283955	0.275318	0.30446	0.280094	0.289285	1.04454	2337.95	0.0445789	0.28663
0.279715	0.305687	0.267169	0.297535	0.293303	0.280515	0.284148	0.280387	0.284906	1.05479	844.435	0.091856	0.290586
0.277231	0.301885	0.264255	0.287907	0.286905	0.281791	0.272609	0.285193	0.282413	1.04762	1374.48	0.0238518	0.286648
0.283387	0.299127	0.26771	0.296432	0.289139	0.301308	0.296357	0.285698	0.286158	1.01437	770.949	0.15671	0.286294
0.281107	0.30765	0.253968	0.280468	0.288846	0.27124	0.296586	0.283546	0.27733	1.01219	1402.17	0.030899	0.283563
0.286756	0.279169	0.268936	0.318003	0.290006	0.282019	0.294812	0.263061	0.287764	0.985587	1345.47	0.209292	0.283796
0.287195	0.295516	0.269697	0.299454	0.29556	0.285841	0.294255	0.268948	0.289481	0.9931	930.419	0.235673	0.285779
0.283949	0.299272	0.275456	0.304072	0.300051	0.272207	0.298972	0.275283	0.275618	1.00487	1714.36	0.0289606	0.284937
0.282709	0.301538	0.278272	0.302024	0.294512	0.269667	0.295838	0.276474	0.277511	1.01345	2420.33	0.0394605	0.285427
0.281266	0.279144	0.262498	0.286503	0.286423	0.293035	0.291339	0.286149	0.290518	1.00853	2387.2	0.0896441	0.282986
0.275485	0.301113	0.275175	0.28999	0.30336	0.267962	0.292403	0.278878	0.297587	1.06841	1443.78	0.173601	0.288886
0.275712	0.296562	0.27155	0.290681	0.301343	0.273368	0.299466	0.280266	0.299355	1.07749	1537.49	0.185185	0.290863
0.279515	0.29	0.268954	0.302163	0.291325	0.289123	0.296745	0.271343	0.285458	1.02402	1624.03	0.395888	0.284319
0.278111	0.303562	0.270555	0.311205	0.278796	0.2714	0.28344	0.284777	0.286173	1.06365	1632.51	0.346992	0.290668
0.280448	0.281734	0.259469	0.293532	0.300966	0.289459	0.291183	0.281295	0.283817	1.00483	1463.86	0.305102	0.281421
0.284386	0.297884	0.253717	0.29159	0.289945	0.26966	0.295521	0.2869	0.288616	0.994856	724.02	0.0947898	0.283338
0.282271	0.29598	0.245884	0.286681	0.293073	0.279325	0.295155	0.291426	0.287123	0.981413	880.507	0.03744	0.278486
0.285565	0.284287	0.252418	0.298184	0.293846	0.271401	0.298631	0.272153	0.272996	1.00672	397.962	0.0125954	0.286934
0.279238	0.296186	0.273241	0.291603	0.29388	0.274361	0.291701	0.273616	0.286144	1.01835	2647.05	0.194531	0.282911
0.274094	0.301113	0.274933	0.303501	0.284415	0.274739	0.294538	0.272578	0.283185	1.07949	1081.89	0.0360715	0.289572
0.272403	0.303647	0.274758	0.301924	0.285127	0.273365	0.292748	0.274713	0.282643	1.07488	852.501	0.0622001	0.286949
0.277934	0.287489	0.258339	0.29346	0.299988	0.263433	0.305988	0.284945	0.287561	1.03726	1774.11	0.104585	0.285335
0.285359	0.30933	0.271218	0.30533	0.28317	0.278615	0.301021	0.278782	0.287816	0.986571	319.748	0.244767	0.28261
0.282931	0.295359	0.253128	0.304543	0.294403	0.275558	0.295375	0.250346	0.260054	0.979778	940.532	0.0639851	0.278805
0.277815	0.295011	0.266758	0.307334	0.293932	0.27642	0.309767	0.288486	0.297058	0.976682	368.288	0.113082	0.273106
0.284119	0.30924	0.261208	0.299543	0.297961	0.277049	0.298789	0.285456	0.281755	1.03972	857.9	0.150011	0.292108
0.277451	0.300291	0.261833	0.309128	0.306919	0.270234	0.309436	0.266649	0.289605	1.0576	449.399	0.19741	0.288816
0.283995	0.288263	0.269793	0.290922	0.277883	0.287977	0.285249	0.281738	0.277383	0.962565	2435.99	0.0311873	0.276301
0.282745	0.291202	0.2753	0.292282	0.304626	0.274696	0.299282	0.280972	0.296802	1.04044	1864.43	0.0398316	0.290852
0.277031	0.285985	0.264883	0.302018	0.285634	0.29034	0.289263	0.267548	0.291594	1.04231	1491.07	0.0723176	0.285406
0.28565	0.297366	0.264094	0.292484	0.291801	0.288365	0.281598	0.281371	0.289915	0.977786	2129.76	0.369281	0.281088
0.288761	0.289628	0.268117	0.306339	0.28928	0.280882	0.298504	0.274253	0.294524	1.0086	2425.71	0.11106	0.290522
0.277736	0.287052	0.264782	0.28248	0.298578	0.270217	0.299118	0.275142	0.274603	1.00755	3019.91	0.140781	0.279247
0.280424	0.284402	0.272443	0.282795	0.291441	0.271554	0.295393	0.273941	0.278428	1.03392	2206.8	0.0620082	0.287204
0.283558	0.290128	0.265546	0.294031	0.278862	0.284997	0.28031	0.277449	0.284097	1.01287	3324.59	0.0264406	0.286163
0.285865	0.290319	0.280818	0.289495	0.283393	0.288917	0.284934	0.278658	0.274594	0.978075	1397.78	0.124465	0.281361
0.288455	0.284234	0.267675	0.286667	0.284449	0.290501	0.289308	0.284033	0.270907	0.980914	3719.38	0.028085	0.284516
0.293025	0.294918	0.279422	0.305026	0.286557	0.292365	0.296139	0.273375	0.271308	0.974524	2663.01	0.0193847	0.287708
0.274984	0.288463	0.256485	0.297036	0.296669	0.273547	0.297419	0.270334	0.30125	1.00551	681.548	0.0174437	0.27608
0.28963	0.306113	0.270263	0.30658	0.291771	0.293382	0.2947	0.274576	0.279491	1.04037	667.33	0.159221	0.29784
0.280855	0.29264	0.266228	0.29584	0.298584	0.279031	0.298845	0.278411	0.277141	0.987226	2119.03	0.0148582	0.278265
0.279917	0.291346	0.267115	0.300976	0.282699	0.283658	0.284968	0.272145	0.296573	1.0006	974.647	0.400992	0.280038
0.285496	0.27671	0.248253	0.298512	0.290692	0.27478	0.298409	0.276315	0.281732	0.977816	1247.34	0.49871	0.280942
0.283625	0.280196	0.261428	0.294351	0.292567	0.271887	0.305684	0.282544	0.284666	0.980335	713.183	0.0231301	0.279607
0.283513	0.279289	0.261829	0.28981	0.294935	0.268821	0.30517	0.282458	0.283425	0.98085	774.642	0.0542876	0.279601
0.281054	0.297536	0.28085	0.31287	0.284243	0.279802	0.301251	0.265086	0.297351	1.05344	1741.97	0.0713267	0.291692
0.289922	0.291824	0.260148	0.279578	0.30358	0.28706	0.28763	0.289068	0.279955	0.984855	1842.11	0.0697928	0.28679
0.286134	0.292082	0.262409	0.303003	0.300931	0.285281	0.292026	0.279368	0.277355	0.976619	1682.01	0.0386112	0.281326
0.28125	0.289455	0.275226	0.294295	0.289207	0.275354	0.289411	0.278016	0.283597	1.02214	2515.33	0.2197	0.285698
0.281119	0.298842	0.268735	0.286534	0.284414	0.278325	0.29745	0.27721	0.279251	1.00566	3926.43	0.096967	0.282261
0.271482	0.285115	0.278912	0.305059	0.297289	0.280015	0.294414	0.282001	0.279439	1.09536	990.042	0.0908675	0.289867
0.292654	0.306625	0.249103	0.296521	0.297734	0.280307	0.302664	0.271842	0.293604	0.966784	1089.81	0.131182	0.28571
0.288938	0.294809	0.266202	0.296403	0.300596	0.281543	0.2988	0.261855	0.305106	0.991018	945.984	0.0372248	0.287087
0.275708	0.298651	0.262737	0.29555	0.281994	0.280425	0.279408	0.278913	0.271134	1.06491	1199.76	0.0822131	0.288442
0.278174	0.291996	0.254338	0.309553	0.295249	0.277079	0.298725	0.282389	0.279542	1.03785	1218.21	0.131562	0.285694
0.277544	0.297107	0.257035	0.302518	0.295061	0.284152	0.299816	0.276202	0.277157	1.0289	499.4	0.0585997	0.283293
0.279664	0.293498	0.25361	0.306196	0.288993	0.282637	0.299995	0.266526	0.27278	0.993728	264.16	0.148126	0.278398
0.288249	0.283132	0.263213	0.297057	0.288528	0.287003	0.294498	0.280065	0.281755	1.00635	1427.31	0.261097	0.28955
0.283526	0.294116	0.262603	0.289902	0.27538	0.294298	0.294412	0.290145	0.287868	0.974963	1245.49	0.770347	0.278404
0.276936	0.277222	0.2715	0.297656	0.300727	0.281082	0.284526	0.272555	0.299296	1.04769	2636.2	0.170227	0.28636
0.2882	0.316018	0.252681	0.302483	0.290077	0.272916	0.312768	0.280837	0.26818	0.98401	634.295	0.0390053	0.284904
0.27752	0.278713	0.275947	0.294918	0.293075	0.281606	0.284491	0.26529	0.29607	1.05247	2776.95	0.135026	0.287888
0.283947	0.301919	0.232483	0.307907	0.301512	0.290486	0.294003	0.277414	0.275068	0.977529	403.817	0.0357502	0.279349
0.280903	0.295669	0.279202	0.299665	0.277296	0.273679	0.296742	0.258553	0.291693	1.00646	1116.31	0.470142	0.282205
0.28	0.297584	0.252892	0.303576	0.314566	0.28959	0.29852	0.295333	0.28051	1.04941	773.35	0.24661	0.289825
