1=p	2=qi.1	3=qi.2	4=qi.3	5=qi.4	6=qi.5	7=qi.6	8=qi.7	9=qi.8	10=theta	11=c	12=s	13=q
0.280131	0.313712	0.275893	0.317393	0.293961	0.291023	0.314269	0.273303	0.295451	1.11814	991.548	0.224069	0.303192
0.275828	0.32012	0.279902	0.323841	0.29016	0.29408	0.310403	0.271219	0.271176	1.06998	344.254	0.0671332	0.289541
0.280095	0.289777	0.275309	0.308148	0.283594	0.28355	0.311468	0.271902	0.290863	1.10097	896.728	0.398249	0.299895
0.284695	0.300568	0.260693	0.290553	0.305454	0.280908	0.284299	0.281726	0.283284	1.01274	1240.91	0.019308	0.287279
0.28053	0.290231	0.266799	0.306684	0.279027	0.277316	0.313064	0.265941	0.284622	1.02137	604.828	0.109129	0.284818
0.282864	0.288121	0.270588	0.294174	0.30922	0.29342	0.29583	0.28247	0.276815	1.03423	2304.36	0.0408804	0.289741
0.283678	0.286022	0.276493	0.294356	0.298414	0.288031	0.297491	0.276671	0.277131	0.992367	1617.03	0.00744958	0.282124
0.284376	0.291762	0.271292	0.292238	0.296624	0.288261	0.297472	0.276091	0.279109	0.995766	2631.49	0.00691061	0.283513
0.286119	0.285595	0.269041	0.295143	0.298744	0.293008	0.293317	0.280692	0.276262	1.00689	2232.17	0.0202956	0.287523
0.285872	0.298299	0.277736	0.276369	0.298242	0.2753	0.295003	0.282313	0.284093	0.984063	2642.14	0.0265965	0.282604
0.287482	0.296455	0.274737	0.279966	0.296097	0.275182	0.295522	0.279052	0.283293	0.98396	2006.28	0.0196538	0.284182
0.279096	0.294669	0.26533	0.294919	0.27771	0.280517	0.295493	0.27414	0.277353	1.00491	2646.98	0.0247522	0.280081
0.2808	0.290375	0.27696	0.295153	0.271219	0.272281	0.286225	0.274516	0.279121	1.00196	2291.06	0.0660142	0.281195
0.282463	0.293536	0.270847	0.311975	0.299652	0.272476	0.300698	0.290264	0.289665	1.01671	646.541	0.0534632	0.285835
0.281757	0.291497	0.276619	0.301524	0.288715	0.287816	0.290693	0.255725	0.277919	0.998036	1057.92	0.0561567	0.281359
0.285703	0.296465	0.264817	0.292774	0.292486	0.288294	0.308444	0.274306	0.288273	1.01356	1762.81	0.0313861	0.288459
0.280293	0.289214	0.263663	0.301425	0.29025	0.272102	0.292322	0.274553	0.281717	1.03244	1561.3	0.324336	0.286778
0.285284	0.298918	0.263349	0.317584	0.28736	0.287013	0.294036	0.276211	0.279805	1.02051	1542.75	0.216304	0.289441
0.282917	0.292276	0.258	0.281522	0.301724	0.266939	0.301087	0.27047	0.290201	1.01899	921.482	0.015529	0.286749
0.281253	0.299466	0.273929	0.289797	0.291095	0.277908	0.290389	0.277467	0.283081	0.978722	1092.56	0.12364	0.276926
0.282324	0.290286	0.26085	0.293892	0.294469	0.292225	0.288116	0.284467	0.272587	1.03357	1929.21	0.229025	0.289062
0.275901	0.289031	0.269551	0.282021	0.283243	0.286717	0.287945	0.278546	0.286788	1.0218	2453.97	0.712176	0.28023
0.278567	0.290234	0.268549	0.295741	0.287023	0.285263	0.293779	0.278278	0.284896	1.04706	3534.43	0.312571	0.287901
0.276824	0.285481	0.269709	0.28541	0.295107	0.289043	0.288499	0.279056	0.278139	1.03289	2287.06	0.100318	0.283348
0.279468	0.299781	0.276858	0.299892	0.286261	0.28096	0.28789	0.27816	0.292796	1.03233	2864.49	0.0695452	0.285919
0.282885	0.289563	0.251345	0.291008	0.298748	0.275797	0.303783	0.270902	0.273613	0.93536	681.02	0.12504	0.269528
0.286914	0.298237	0.249816	0.29577	0.307277	0.275676	0.292988	0.273046	0.267086	0.931771	715.96	0.329197	0.272676
0.2775	0.286425	0.274151	0.293183	0.291606	0.278107	0.293988	0.285772	0.296001	1.03836	4014.24	0.0202047	0.285111
0.277843	0.285816	0.272505	0.290507	0.296279	0.277188	0.286484	0.280741	0.289439	1.03598	4956.07	0.0783266	0.28499
0.284879	0.291678	0.266536	0.30109	0.283187	0.286258	0.291014	0.279903	0.288181	1.00666	1707.37	0.102146	0.286232
0.27798	0.301296	0.271873	0.296201	0.287765	0.272224	0.298024	0.277429	0.281054	1.00486	1591.25	0.305108	0.278955
0.284365	0.291194	0.265472	0.289584	0.299452	0.273448	0.288384	0.269642	0.282348	1.02378	1256.46	0.16789	0.289171
0.284301	0.28872	0.268562	0.294371	0.296444	0.277519	0.283883	0.272851	0.290031	1.00367	1780.54	0.309447	0.285047
0.284427	0.299592	0.271492	0.292712	0.282607	0.289151	0.292251	0.288807	0.276661	1.02244	1650.5	0.0132088	0.288966
0.283278	0.301414	0.267328	0.289546	0.281066	0.287678	0.292193	0.285938	0.275837	1.00839	2307.19	0.00806829	0.284978
0.282223	0.299317	0.26397	0.29577	0.287245	0.287868	0.296801	0.284517	0.276431	0.991866	2560.1	0.0116553	0.280572
0.283796	0.278637	0.271844	0.280275	0.284404	0.274483	0.285386	0.270255	0.289302	0.99046	2155.84	0.0359916	0.281851
0.281809	0.301193	0.273302	0.316461	0.290553	0.283749	0.285447	0.289857	0.285367	1.03309	1565.56	0.0201958	0.288445
0.2835	0.291837	0.277987	0.280636	0.299276	0.285419	0.304344	0.287005	0.293436	1.04924	1810.68	1.17917	0.293364
0.28151	0.296534	0.263047	0.291631	0.30082	0.271969	0.308072	0.284963	0.278435	1.02549	1492.26	0.297714	0.286628
0.281516	0.295562	0.26872	0.294641	0.296299	0.270227	0.302223	0.289383	0.280891	1.02726	1271.22	0.176906	0.286987
0.28104	0.295868	0.260187	0.287251	0.284428	0.270221	0.303184	0.285037	0.280574	1.05777	1113.2	0.0603279	0.292526
0.279795	0.295153	0.273768	0.308588	0.307477	0.293608	0.298658	0.26917	0.292531	1.09978	1407.48	0.0894682	0.299356
0.283047	0.28204	0.271947	0.292956	0.286246	0.273276	0.287971	0.277582	0.272967	0.962762	2699.34	0.127733	0.27541
0.279516	0.307299	0.257452	0.306405	0.300117	0.280538	0.307455	0.268015	0.292718	1.00722	677.007	0.0307517	0.280968
0.283125	0.308965	0.259746	0.304516	0.299339	0.282653	0.29746	0.272122	0.284355	1.02753	411.617	0.0205016	0.28867
0.281578	0.311883	0.251238	0.308757	0.294271	0.289323	0.312291	0.27454	0.285116	0.994145	649.62	0.0875289	0.280391
0.282142	0.313381	0.257233	0.312415	0.285773	0.286322	0.313271	0.273215	0.285575	0.988171	604.487	0.0634684	0.279739
0.282611	0.31153	0.245684	0.298189	0.282969	0.278611	0.319448	0.276935	0.276883	1.00204	287.443	0.0116856	0.283025
0.280666	0.308416	0.242996	0.298438	0.283331	0.276734	0.319208	0.276564	0.27209	1.0049	305.639	0.021242	0.281654
0.28161	0.300257	0.257417	0.298126	0.306607	0.27509	0.279129	0.272796	0.27608	0.970835	695.105	0.0840606	0.27566
0.28284	0.299295	0.273079	0.296781	0.30703	0.286643	0.288149	0.29191	0.285528	1.05044	4539.66	0.0515118	0.292928
0.283873	0.289487	0.281167	0.299595	0.281019	0.284963	0.305568	0.270565	0.301039	1.03465	1601.6	0.613466	0.290848
0.27769	0.30095	0.243941	0.293338	0.291667	0.276577	0.29403	0.289937	0.266448	0.988226	519.282	0.0118229	0.27532
0.27769	0.30095	0.243941	0.293338	0.291667	0.276577	0.29403	0.289937	0.266448	0.988226	519.282	0.0118229	0.27532
0.279136	0.298319	0.249448	0.300467	0.295805	0.269376	0.28726	0.289836	0.264059	0.992317	720.314	0.0857659	0.277587
0.277687	0.294568	0.262927	0.292271	0.292908	0.268383	0.287009	0.278737	0.274649	1.01264	681.71	0.0172502	0.280213
0.279734	0.292454	0.254495	0.289821	0.285546	0.263665	0.283472	0.280786	0.275546	1.01604	746.71	0.0181408	0.282952
0.279734	0.292454	0.254495	0.289821	0.285546	0.263665	0.283472	0.280786	0.275546	1.01604	746.71	0.0181408	0.282952
0.280861	0.304717	0.276975	0.274206	0.284176	0.274972	0.293529	0.268782	0.279481	0.957628	1282.53	0.156562	0.272199
0.283902	0.282905	0.241208	0.311902	0.297702	0.260922	0.286214	0.272241	0.276685	0.954695	535.558	0.109026	0.274572
0.274037	0.291281	0.266529	0.293483	0.277788	0.27219	0.295075	0.279929	0.296961	1.02412	3044.75	1.21609	0.278804
0.293639	0.301594	0.240355	0.291748	0.305572	0.272479	0.321938	0.267005	0.284289	0.930161	255.936	0.614977	0.278851
0.282227	0.300222	0.253667	0.317251	0.305044	0.281948	0.291348	0.26705	0.278155	0.964897	289.624	0.0267495	0.275044
0.279968	0.274142	0.277969	0.293071	0.283583	0.265584	0.302483	0.280853	0.283781	1.0278	1371.02	0.158217	0.285529
0.275242	0.277225	0.268818	0.29004	0.287695	0.273618	0.304204	0.281474	0.283153	1.00722	1374.74	0.159296	0.276678
0.285112	0.273065	0.253203	0.313452	0.30278	0.286434	0.297782	0.262938	0.279487	1.03038	440.774	0.12455	0.291251
0.273363	0.322304	0.282233	0.287181	0.293275	0.282217	0.300857	0.290584	0.298305	1.1178	1274.8	0.300871	0.296032
0.273501	0.311557	0.267091	0.292455	0.294131	0.295641	0.315541	0.288094	0.299327	1.11529	1178.87	0.0447862	0.295709
0.279889	0.306761	0.271607	0.298332	0.298491	0.281672	0.306296	0.292873	0.29569	1.14136	609.73	1.10485	0.307296
0.277175	0.313347	0.269359	0.313249	0.299761	0.27806	0.299151	0.280826	0.288971	1.10635	865.205	0.153062	0.297872
0.288826	0.279993	0.259593	0.282594	0.297747	0.278464	0.278984	0.270678	0.2687	0.931622	2833.94	0.0420835	0.274498
0.2858	0.298204	0.268903	0.291245	0.285914	0.265408	0.294557	0.28049	0.270138	0.974843	1232.89	0.233949	0.280628
0.282944	0.296157	0.265599	0.289109	0.286673	0.266439	0.29714	0.278317	0.275088	0.965374	1088.41	0.141135	0.275849
0.281174	0.300061	0.257456	0.290969	0.296084	0.293935	0.294475	0.270531	0.28592	1.03738	745.967	0.196272	0.28865
0.28103	0.301352	0.256012	0.28744	0.29753	0.29335	0.289609	0.272664	0.28652	1.04262	839.51	0.159805	0.289539
0.284289	0.287969	0.281152	0.302958	0.288096	0.273352	0.299681	0.283887	0.286182	1.02661	3142.21	0.0432912	0.289663
0.284869	0.297119	0.282275	0.308454	0.293051	0.275349	0.29496	0.276156	0.29162	1.02945	3409.43	0.116528	0.290818
0.284415	0.294584	0.288202	0.294584	0.293238	0.285278	0.291457	0.284577	0.299048	1.03109	2098.78	0.0838943	0.290686
0.280375	0.294579	0.278173	0.288243	0.299471	0.29574	0.291581	0.273497	0.298939	1.03736	5781.92	0.198835	0.287835
0.277207	0.294105	0.277666	0.31104	0.287384	0.271144	0.300381	0.298269	0.281842	1.05947	957.125	0.100998	0.28893
0.278743	0.306687	0.278198	0.309844	0.287533	0.27027	0.285609	0.27957	0.257199	1.01545	544.845	0.641564	0.281835
0.284402	0.291897	0.253612	0.278781	0.305466	0.279507	0.298944	0.269718	0.312164	1.00813	532.331	0.0140823	0.286053
0.286192	0.284073	0.261246	0.284708	0.299802	0.292908	0.296218	0.264892	0.292826	1.02064	1405.43	0.0239359	0.290383
0.289768	0.286984	0.262977	0.309216	0.302768	0.293411	0.300058	0.262212	0.297458	0.973733	1069.85	0.0736147	0.284321
0.284816	0.303695	0.283978	0.293092	0.283927	0.272717	0.294191	0.290113	0.281984	1.02423	997.009	0.19887	0.289718
0.281315	0.281715	0.253012	0.298847	0.293947	0.282648	0.297818	0.270179	0.290196	1.02777	950.171	0.0233835	0.286885
0.280703	0.290255	0.275772	0.288276	0.295681	0.289292	0.31332	0.28319	0.283544	1.03885	1225.91	0.267285	0.288463
0.276657	0.290777	0.26391	0.304588	0.296374	0.287159	0.280558	0.276339	0.293007	1.06858	1871.1	0.0882962	0.290126
0.284436	0.293062	0.263032	0.295217	0.290048	0.277732	0.32089	0.282453	0.285207	1.04138	1264.31	0.191398	0.292759
0.281691	0.300273	0.261697	0.296082	0.282212	0.287177	0.287254	0.274275	0.278058	1.01263	1345.16	0.024473	0.284237
0.285889	0.285613	0.268325	0.299238	0.298431	0.285158	0.28782	0.281113	0.282918	0.993708	2366.36	0.0448531	0.284602
0.284072	0.290452	0.268385	0.28003	0.274787	0.271284	0.290373	0.269859	0.276996	0.954017	2509.1	0.178213	0.274597
0.28632	0.297848	0.273011	0.297349	0.320177	0.281747	0.293541	0.278425	0.27545	1.006	1035.95	0.564003	0.287543
0.280203	0.28034	0.266993	0.286645	0.274584	0.276559	0.291419	0.269768	0.285103	0.998279	2821.93	0.0114819	0.279855
0.284816	0.290705	0.266994	0.299585	0.277628	0.280825	0.294037	0.26757	0.283168	0.99498	1473.08	0.00582943	0.283792
0.284816	0.290705	0.266994	0.299585	0.277628	0.280825	0.294037	0.26757	0.283168	0.99498	1473.08	0.00582943	0.283792
0.270672	0.287503	0.253341	0.307096	0.29419	0.272143	0.303338	0.259026	0.287154	1.01256	626.013	0.0452988	0.273143
0.27785	0.28523	0.254199	0.301088	0.290779	0.282434	0.306857	0.267663	0.291022	1.0606	996.894	0.0383334	0.289807
0.275915	0.286725	0.252026	0.302337	0.289896	0.279482	0.305767	0.264419	0.290333	1.06785	897.029	0.0519848	0.289221
0.279503	0.300807	0.264586	0.303836	0.28449	0.278496	0.302792	0.271726	0.284819	1.02571	612.523	0.508727	0.284643
0.277833	0.284903	0.27884	0.296561	0.293186	0.284714	0.287926	0.274391	0.285996	1.03372	2510.56	0.0755497	0.284536
0.283353	0.295974	0.263797	0.298304	0.297632	0.279027	0.281289	0.272627	0.273858	1.0019	2987.05	0.167148	0.283738
0.284689	0.299836	0.26278	0.297586	0.297552	0.281569	0.281863	0.282569	0.285681	0.993422	2257.41	0.0392381	0.283347
0.278567	0.286466	0.255969	0.305911	0.290202	0.279532	0.319878	0.261173	0.286203	0.996669	659.662	0.126923	0.277897
0.278884	0.288905	0.245724	0.311186	0.308044	0.285114	0.303431	0.26222	0.283601	1.00144	381.54	0.0855063	0.279173
0.277004	0.29561	0.245389	0.30665	0.301166	0.27843	0.291169	0.268655	0.275124	0.984914	359.199	0.0788002	0.27397
0.280222	0.295066	0.2834	0.304916	0.28612	0.297259	0.316352	0.28627	0.294493	1.05511	2446.94	0.0564533	0.29117
0.28685	0.289851	0.272297	0.301107	0.312342	0.281895	0.285263	0.285635	0.287596	0.999591	1969.99	0.180697	0.286766
0.280428	0.293437	0.262842	0.289774	0.29026	0.281157	0.313734	0.256787	0.284454	1.02267	712.015	0.0194367	0.284973
0.278809	0.285312	0.258699	0.302008	0.292699	0.283227	0.307984	0.261171	0.278996	0.990597	1065.72	0.0240431	0.276913
0.282668	0.303564	0.280704	0.291739	0.291577	0.278719	0.300821	0.276072	0.288776	1.04071	2185.55	0.0627445	0.290828
0.282197	0.28998	0.266857	0.307852	0.309493	0.295398	0.288448	0.275974	0.297692	1.05116	1137.87	0.170657	0.292413
0.281301	0.291582	0.271647	0.307512	0.293432	0.283051	0.296497	0.270786	0.292325	1.0237	1133.87	0.107593	0.286061
0.283022	0.290915	0.26663	0.283389	0.291922	0.280646	0.292737	0.282177	0.280499	0.982681	1187.2	0.223965	0.279491
0.284819	0.288314	0.275567	0.295437	0.272829	0.268078	0.302794	0.272677	0.298356	0.988575	1763.96	0.306158	0.282484
0.279622	0.297205	0.272948	0.293825	0.287671	0.28454	0.288877	0.272527	0.277745	1.02523	2301.53	0.477811	0.284668
0.278863	0.273776	0.2691	0.282378	0.289754	0.274411	0.290083	0.285499	0.282642	1.00436	3284.61	0.109802	0.27974
0.281973	0.296077	0.277879	0.296451	0.301013	0.281301	0.307125	0.273796	0.292237	1.04024	970.439	0.118591	0.290029
0.28292	0.294905	0.269901	0.296612	0.294877	0.283982	0.306266	0.27359	0.28793	1.05724	1360.76	0.0833922	0.294349
0.279898	0.290829	0.269392	0.295645	0.29267	0.275782	0.310531	0.271735	0.289393	1.02844	1788.95	0.139652	0.285585
0.281957	0.28666	0.268618	0.291779	0.291518	0.2789	0.304609	0.280937	0.282443	1.02925	1136.12	0.0874876	0.28783
0.273193	0.29231	0.26772	0.296279	0.28363	0.263165	0.297924	0.276518	0.281591	1.02301	1012.1	0.0238753	0.277734
0.282494	0.288241	0.272299	0.300387	0.280108	0.297301	0.29569	0.266132	0.284522	0.998941	944.248	0.00561706	0.282279
0.280394	0.287688	0.267861	0.28382	0.29018	0.264743	0.283322	0.289883	0.277403	0.991877	3881.05	0.288489	0.278751
0.282751	0.286907	0.27533	0.288342	0.280008	0.288586	0.2769	0.27212	0.284679	0.998567	2689.07	0.448785	0.28246
0.281	0.281021	0.272238	0.290055	0.291377	0.287418	0.28848	0.280424	0.281296	1.00563	4993.26	0.238315	0.282135
0.278292	0.30219	0.258767	0.29383	0.28298	0.267074	0.284826	0.276327	0.286193	1.01799	802.963	0.0216889	0.281888
0.287772	0.284205	0.270035	0.294135	0.297452	0.288473	0.303649	0.27257	0.277258	0.996351	1885.45	0.0712894	0.287023
0.276357	0.30785	0.250642	0.308349	0.290545	0.266561	0.293693	0.2655	0.293732	1.0127	591.119	0.15753	0.278888
0.290048	0.286018	0.260501	0.307722	0.303429	0.282277	0.302551	0.264765	0.288739	0.967134	563.326	0.325167	0.283215
0.277125	0.307082	0.262028	0.29299	0.283529	0.273445	0.292035	0.280732	0.280448	1.02439	589.358	0.0137522	0.281978
0.286086	0.299576	0.275529	0.278998	0.278085	0.292539	0.284838	0.280364	0.281554	0.989585	3130.77	0.329517	0.283953
0.284357	0.300127	0.264091	0.278336	0.286456	0.287395	0.289714	0.27742	0.281272	1.01207	1671.4	0.261747	0.286805
0.284662	0.300502	0.264073	0.313122	0.290397	0.271567	0.296565	0.264939	0.290405	1.0326	444.757	0.0254289	0.291239
0.282308	0.294434	0.277109	0.298761	0.276834	0.278825	0.287567	0.277598	0.286711	1.03921	2426.86	0.378077	0.290165
0.281606	0.290305	0.271585	0.311478	0.282126	0.285339	0.295648	0.27767	0.283753	1.01368	2984.84	0.528772	0.284363
0.283207	0.290953	0.261615	0.276551	0.297239	0.27586	0.287483	0.282253	0.286703	0.989712	2029.26	0.0388425	0.281112
0.278577	0.292177	0.259015	0.305868	0.279529	0.285481	0.28238	0.2724	0.272968	0.996141	654.805	0.15766	0.277801
0.28608	0.314732	0.264356	0.282965	0.309773	0.266718	0.294	0.290235	0.289689	1.00297	790.587	0.0206597	0.286686
0.278976	0.288297	0.263744	0.300907	0.295533	0.278552	0.313056	0.269726	0.29443	1.02057	741.314	0.0272142	0.28309
0.281404	0.298834	0.258218	0.29977	0.304193	0.277487	0.311623	0.267234	0.285612	1.01055	516.426	0.114012	0.28353
0.282587	0.288458	0.25642	0.300512	0.278786	0.27819	0.309278	0.276388	0.286513	1.00952	2461.86	0.114484	0.284511
0.279029	0.284064	0.264747	0.292213	0.2905	0.274721	0.280963	0.2816	0.285436	0.998578	590.114	0.447983	0.278743
0.280904	0.291136	0.262746	0.301207	0.286563	0.277215	0.29758	0.274683	0.291981	1.02796	3906.97	0.137384	0.286508
0.287547	0.294358	0.273837	0.297793	0.283831	0.282558	0.297886	0.290309	0.282202	0.983625	424.171	0.0152985	0.284176
0.281216	0.295274	0.265502	0.297882	0.287733	0.287008	0.296366	0.281068	0.276796	1.01039	4397.91	0.0179964	0.28331
0.28187	0.298089	0.2597	0.300294	0.281602	0.280949	0.292671	0.272974	0.287618	1.01503	1178.17	0.0729835	0.284898
0.282426	0.296567	0.269946	0.288424	0.285064	0.279036	0.280137	0.282915	0.285059	1.01777	1527.58	0.0101763	0.286009
0.284682	0.309354	0.279984	0.314877	0.290904	0.26283	0.316	0.26977	0.28301	1.02073	765.518	0.237652	0.288879
0.279279	0.284203	0.265361	0.291149	0.299384	0.26465	0.303594	0.275928	0.279006	1.05849	1058.13	0.0677433	0.290862
0.287218	0.308413	0.2561	0.287984	0.309498	0.283848	0.301295	0.281397	0.288389	0.960334	696.258	0.0854367	0.279004
0.288739	0.290337	0.255797	0.293931	0.287077	0.270745	0.283033	0.283226	0.298277	0.973065	1032.59	0.0979747	0.283164
0.271912	0.308927	0.259946	0.296631	0.292474	0.278118	0.28517	0.280324	0.290043	1.06693	1396.18	0.105456	0.284926
0.287809	0.287296	0.279302	0.287806	0.296345	0.287131	0.303328	0.282989	0.288628	1.01997	4078.96	0.0514488	0.291878
0.276882	0.285812	0.268154	0.284772	0.28454	0.265901	0.277587	0.278172	0.277415	1.01525	3352.04	0.0296701	0.279922
0.279298	0.284469	0.281165	0.284459	0.285604	0.278474	0.287768	0.277701	0.288507	1.0091	6338.34	0.00912493	0.281124
0.277707	0.280677	0.262887	0.283963	0.284951	0.294865	0.288545	0.284873	0.285104	1.01402	2097.06	0.028116	0.280508
0.280012	0.296471	0.282827	0.298491	0.292379	0.27318	0.291369	0.27412	0.279166	1.02225	4574.65	0.278248	0.28447
0.275241	0.277716	0.270025	0.28309	0.288953	0.291636	0.285909	0.275584	0.285554	1.06165	2237.2	0.15012	0.287335
0.285037	0.309514	0.270068	0.317441	0.291671	0.278872	0.29312	0.272163	0.288642	0.986262	416.991	0.02578	0.282226
0.281384	0.304916	0.25741	0.31487	0.303567	0.290243	0.290568	0.274811	0.289743	0.972084	569.612	0.0446642	0.275694
0.284254	0.299513	0.266522	0.324067	0.303544	0.284479	0.294396	0.28711	0.279955	1.05756	350.028	0.131113	0.295776
0.281963	0.28663	0.263791	0.27354	0.280984	0.271939	0.294081	0.261895	0.284429	0.992284	1045.95	0.0253739	0.280398
0.283647	0.297735	0.265864	0.321747	0.303865	0.284126	0.293661	0.290548	0.279335	1.02796	886.225	0.0334621	0.289283
0.279078	0.288205	0.265288	0.288903	0.283162	0.27261	0.307195	0.257102	0.294384	0.998967	932.109	0.16967	0.27887
0.277842	0.287407	0.266228	0.295751	0.299111	0.284151	0.284099	0.28738	0.289908	1.0868	1143.14	0.160856	0.294849
0.281269	0.286543	0.265112	0.310373	0.309721	0.283473	0.306628	0.277505	0.28221	1.00778	494.709	0.0866532	0.282839
0.280231	0.284544	0.274939	0.291473	0.286077	0.273624	0.297242	0.277823	0.283459	0.991906	1402.63	0.078559	0.278595
0.286911	0.301017	0.277765	0.306345	0.288533	0.286418	0.29008	0.273929	0.29862	1.03766	3777.75	0.105758	0.294534
0.278839	0.285965	0.254543	0.312746	0.316481	0.266342	0.305987	0.272208	0.271755	1.00717	142.021	0.0077528	0.280278
0.285267	0.297911	0.271995	0.288158	0.277505	0.289319	0.289472	0.277944	0.292331	0.999912	3935.03	0.63532	0.285249
0.282733	0.281939	0.266292	0.281856	0.266055	0.284975	0.283604	0.277641	0.297513	0.9927	4186.87	0.895673	0.28125
0.280092	0.279954	0.266317	0.287622	0.287279	0.274685	0.283962	0.277857	0.279272	0.980749	1841.57	0.0359299	0.276189
0.280462	0.301458	0.266645	0.299703	0.291614	0.274956	0.302214	0.273571	0.279765	0.992157	897.799	0.033797	0.278876
0.28281	0.297695	0.260774	0.288581	0.280397	0.275717	0.30069	0.276542	0.277386	1.02425	1880.56	0.433696	0.287696
0.286586	0.30552	0.268164	0.30072	0.302204	0.279045	0.298456	0.269852	0.282007	1.03264	1360.55	0.0371387	0.293197
0.277787	0.278756	0.261357	0.304827	0.287055	0.293293	0.284206	0.285653	0.279201	1.01922	683.037	0.0207417	0.281622
0.284852	0.286169	0.270246	0.299199	0.281017	0.273038	0.29275	0.276793	0.280395	1.00292	688.852	0.0224428	0.285446
0.281167	0.275458	0.249574	0.308315	0.275787	0.294523	0.311067	0.272793	0.281542	1.00031	619.528	0.0198607	0.281231
0.279418	0.284728	0.257437	0.287593	0.283264	0.28344	0.305846	0.27186	0.283046	1.00221	927.069	0.0074723	0.279863
0.287757	0.283563	0.267488	0.28646	0.28799	0.280267	0.28233	0.278293	0.294259	0.992671	2076.72	0.0390951	0.286252
0.286682	0.283026	0.269928	0.294518	0.291485	0.290873	0.282212	0.269024	0.296582	0.991436	2918.13	0.0162577	0.284926
0.280629	0.29606	0.262537	0.296867	0.28887	0.278038	0.296634	0.266527	0.295313	1.04452	612.293	0.525849	0.289506
0.28804	0.284767	0.271056	0.287067	0.289584	0.277083	0.291371	0.282801	0.26886	0.989678	1139.62	0.0305097	0.285917
0.274991	0.289713	0.263702	0.290639	0.282701	0.27801	0.285251	0.269704	0.286008	1.05118	2083.92	0.0787872	0.285053
0.289911	0.299368	0.263496	0.305679	0.306647	0.27442	0.314231	0.282576	0.283417	0.999801	407.727	0.0114893	0.28987
0.281939	0.299869	0.263647	0.320904	0.296415	0.279634	0.299787	0.289431	0.278305	1.02104	1588.28	0.0148517	0.286175
0.280938	0.298805	0.257479	0.280745	0.289824	0.281707	0.290562	0.259208	0.289288	0.969167	2006.15	0.263615	0.274655
0.287713	0.292787	0.268862	0.313871	0.305597	0.285915	0.305834	0.282255	0.28688	1.02243	284.853	0.0201825	0.29228
0.288018	0.303345	0.258173	0.31588	0.291238	0.275612	0.301724	0.293844	0.286759	0.987365	1249.33	0.0521597	0.285417
0.279403	0.288736	0.26707	0.299873	0.315565	0.284776	0.294415	0.257626	0.278022	1.04018	774.898	0.265308	0.287403
0.278162	0.285227	0.257103	0.300261	0.292241	0.293565	0.284499	0.263327	0.288012	0.991188	260.791	0.143377	0.276388
0.277818	0.280774	0.252195	0.30828	0.309032	0.294014	0.278846	0.267101	0.301609	1.00754	564.246	0.217661	0.279328
0.279656	0.306371	0.273667	0.299976	0.280937	0.267871	0.313821	0.283222	0.2712	0.987119	720.931	0.0233303	0.277051
0.283683	0.294165	0.262892	0.300963	0.28182	0.280623	0.308171	0.273214	0.269925	1.0133	905.982	0.0452859	0.286376
0.27762	0.27912	0.268311	0.290267	0.286348	0.271853	0.296333	0.28373	0.286199	1.00855	1858.03	0.436217	0.279331
0.280682	0.303543	0.286399	0.292576	0.291549	0.299252	0.289152	0.277198	0.287555	1.03728	5389.33	0.184194	0.288131
0.281777	0.281262	0.264225	0.29084	0.289004	0.278927	0.295413	0.285035	0.28401	1.00631	2358.4	0.272117	0.283051
0.283211	0.309575	0.268827	0.297138	0.282329	0.284013	0.294317	0.275942	0.285298	1.00486	1595.42	0.037001	0.284196
0.27624	0.288773	0.263431	0.28229	0.300674	0.278428	0.30039	0.268817	0.288904	1.03518	910.842	0.0499734	0.283205
0.291382	0.302033	0.266336	0.314883	0.287396	0.281707	0.288646	0.273339	0.284095	0.968101	1798.2	0.398489	0.284734
0.282529	0.288542	0.262019	0.290289	0.289958	0.272956	0.308012	0.275332	0.283195	0.951816	353.583	0.107891	0.272627
0.276065	0.287961	0.257827	0.284016	0.277046	0.269864	0.284522	0.260124	0.278384	1.01573	2628.8	0.0875457	0.279195
0.274808	0.28817	0.253704	0.283579	0.27403	0.266936	0.285271	0.26157	0.282444	0.9706	1897.3	0.10834	0.268901
0.280405	0.281308	0.260355	0.279466	0.286	0.286045	0.281826	0.275326	0.271699	1.01147	1577.76	0.0938654	0.282712
0.277693	0.281252	0.265584	0.266196	0.277487	0.287815	0.286726	0.275781	0.274151	1.00949	963.642	0.0134337	0.279592
0.280168	0.287612	0.267709	0.303937	0.303616	0.273126	0.293204	0.282088	0.27559	1.01717	2499.46	0.012841	0.283614
0.285221	0.292827	0.273367	0.291403	0.292928	0.2681	0.296802	0.287723	0.291617	1.01021	976.454	0.164956	0.287297
0.277455	0.293068	0.268447	0.306554	0.29058	0.294956	0.296222	0.270278	0.281741	1.0642	1014.45	0.0428679	0.2901
0.281108	0.296976	0.268373	0.289517	0.29759	0.26953	0.297766	0.282743	0.291557	1.03767	1285.22	0.716912	0.28864
0.280347	0.296653	0.266302	0.291798	0.295249	0.27389	0.295231	0.286681	0.294907	1.00647	1368.75	0.841553	0.28165
0.281789	0.306101	0.273526	0.296586	0.293495	0.279743	0.289637	0.278841	0.296703	1.06144	1124.98	0.506321	0.294011
